,Rank,Name,Keywords,Corr,pvalue
2835,2836,SB_MotifThree_diffquant_ccb,"symbolic,motifs",0.131,3.3333411167864615e-05
2836,2837,EN_Randomize_statdist_xcn1fexprmse,"entropy,slow",0.131,3.378058061664753e-05
2837,2838,FC_Surprise_dist_100_5_udq_500_lq,"information,symbolic",0.131,3.199232247221939e-05
2838,2839,FC_Surprise_dist_50_3_q_500_lq,"information,symbolic",0.131,3.432955364476905e-05
2839,2840,SY_LocalDistributions_3_par_meandiv,stationarity,0.131,3.273721750227868e-05
2840,2841,SY_DriftingMean50_max,stationarity,0.131,3.3815406608284125e-05
2841,2842,SY_SpreadRandomLocal_200_100_stdac2,stationarity,0.131,3.315670741928315e-05
2842,2843,SB_TransitionMatrix_4ac_TD2,"symbolic,transitionmat",0.131,3.320314194683967e-05
2843,2844,SB_TransitionMatrix_51_TD3,"symbolic,transitionmat",0.131,3.368975529999232e-05
2844,2845,CO_AddNoise_ac_kraskov1_4_ac1,"correlation,AMI,entropy",0.131,3.210771631332487e-05
2845,2846,CO_AddNoise_1_kraskov1_4_ami_at_5,"correlation,AMI,entropy",0.131,3.433051151027135e-05
2846,2847,CO_AddNoise_1_even_10_fitexpa,"correlation,AMI,entropy",0.131,3.14099187410642e-05
2847,2848,CO_HistogramAMI_std2_2_1,"information,correlation,AMI",0.131,3.466723783861465e-05
2848,2849,quantile_98,distribution,0.131,3.142045374623616e-05
2849,2850,MF_armax_1_1_05_1_normksstat,model,0.130,3.992594460912277e-05
2850,2851,MF_StateSpace_n4sid_3_05_1_p5_5,model,0.130,3.569044968419027e-05
2851,2852,MF_CompareTestSets_y_ar_best_uniform_25_01_1_ac1s_iqr,"model,prediction,arfit,stationarity",0.130,3.8119574096452023e-05
2852,2853,MF_steps_ahead_ar_best_6_mabserr_5,"model,prediction,arfit",0.130,3.483780574527901e-05
2853,2854,NL_MS_nlpe_fnn_mi_p3_5,"nonlinear,prediction,model,slow",0.130,3.995468944872891e-05
2854,2855,NL_MS_fnn_1_10_mi_5_1_firstunder01,"nonlinear,fnn,slow",0.130,3.966490654042306e-05
2855,2856,NL_TSTL_LargestLyap_n1_01_001_3_1_4_expfit_rmse,"nonlinear,tstool",0.130,4.405700650776636e-05
2856,2857,NL_TSTL_PoincareSection_max_ac_pwithin05,"nonlinear,tstool",0.130,4.1153630524051757e-05
2857,2858,NL_TSTL_dimensions_50_ac_fnnmar_co_meanm3,"nonlinear,tstool,scaling,dimension",0.130,4.588732322953685e-05
2858,2859,SP_Summaries_welch_rect_maxw,FourierSpectrum,0.130,3.495151917494911e-05
2859,2860,SP_Summaries_pgram_hamm_peakPower_prom2,FourierSpectrum,0.130,3.5003649128815455e-05
2860,2861,SC_FluctAnal_2_dfa_50_1_logi_ssr,scaling,0.130,3.948055562179884e-05
2861,2862,SB_MotifThree_diffquant_hh,"symbolic,motifs",0.130,3.959390845522154e-05
2862,2863,SB_MotifThree_quantile_babb,"symbolic,motifs",0.130,3.6457679399449426e-05
2863,2864,SB_MotifThree_quantile_abca,"symbolic,motifs",0.130,3.7632022103533144e-05
2864,2865,SB_BinaryStats_mean_meanstretch1,"distribution,stationarity",0.130,3.9903566240378236e-05
2865,2866,EX_MovingThreshold_1_01_meanqover,outliers,0.130,3.750396075043547e-05
2866,2867,DN_OutlierInclude_p_001_xcmerr1,"distribution,outliers",0.130,3.963310932723415e-05
2867,2868,EN_Randomize_permute_ac1fexprmse,"entropy,slow",0.130,3.6854289147982104e-05
2868,2869,EN_Randomize_dyndist_swss5_1diff,"entropy,slow,stationarity",0.130,3.56701990887988e-05
2869,2870,EN_mse_1-10_2_015_sampen_s7,"entropy,sampen,mse",0.130,3.794122034499683e-05
2870,2871,EN_mse_1-10_2_015_sampen_s5,"entropy,sampen,mse",0.130,3.966833964657869e-05
2871,2872,EN_SampEn_5_01_diff1_sampen3,"entropy,sampen,controlen",0.130,3.8288504239543e-05
2872,2873,FC_Surprise_dist_20_2_udq_500_uq,"information,symbolic",0.130,3.9749927776961866e-05
2873,2874,SY_LocalDistributions_3_each_meandiv,stationarity,0.130,3.986659719493925e-05
2874,2875,SY_LocalDistributions_3_par_mindiv,stationarity,0.130,3.561191641515216e-05
2875,2876,CO_StickAngles_y_statav3_n_m,"correlation,stationarity",0.130,3.913491551821065e-05
2876,2877,CO_StickAngles_y_statav2_p_s,"correlation,stationarity",0.130,3.576101644967523e-05
2877,2878,CO_TranslateShape_rectangle_2_pts_twos,correlation,0.130,3.773079595625445e-05
2878,2879,SB_TransitionMatrix_4ac_stdeigcov,"symbolic,transitionmat",0.130,3.592389728579241e-05
2879,2880,CO_AddNoise_ac_kraskov1_4_pcrossmean,"correlation,AMI,entropy",0.130,3.872530795523948e-05
2880,2881,CO_AddNoise_1_even_10_linfit_mse,"correlation,AMI,entropy",0.130,3.966524555671691e-05
2881,2882,CO_AddNoise_1_quantiles_10_fitexpa,"correlation,AMI,entropy",0.130,3.77986460813542e-05
2882,2883,lbqtestraw,"hypothesistest,randomness,raw",0.130,3.998061783918425e-05
2883,2884,lbqtest,"hypothesistest,randomness",0.130,3.998061783918425e-05
2884,2885,EN_DistributionEntropy_hist_fd_0,entropy,0.130,3.751489925089731e-05
2885,2886,SY_SlidingWindow_sampen_sampen10_1,stationarity,0.130,3.8438898179901683e-05
2886,2887,SY_SlidingWindow_sampen_s2_10,stationarity,0.130,3.505340968567033e-05
2887,2888,CO_glscf_1_5_1,"correlation,glscf",0.130,3.518470228927061e-05
2888,2889,CO_HistogramAMI_even_2_3,"information,correlation,AMI",0.130,3.8390681306085235e-05
2889,2890,CO_HistogramAMI_std1_5_1,"information,correlation,AMI",0.130,3.602704765095426e-05
2890,2891,MF_hmm_CompareNStates_06_24_chLLtest,"hmm,model",0.129,4.572837258354785e-05
2891,2892,MF_GARCHfit_ar_P1_Q2_ARCH_2,model,0.129,4.550450921418028e-05
2892,2893,MF_armax_2_2_05_1_ac2n,model,0.129,4.046802207324924e-05
2893,2894,MF_FitSubsegments_arsbc_uniform_25_01_orders_std,"model,prediction,arfit",0.129,4.1209519713053624e-05
2894,2895,MF_steps_ahead_ar_best_6_ac1_4,"model,prediction,arfit",0.129,4.161270541483308e-05
2895,2896,PP_ModelFit_ar_2_rmserrrat_d3,"preprocessing,trend",0.129,4.4450427608452556e-05
2896,2897,WL_cwt_sym2_32_min_ssc,"wavelet,cwt",0.129,4.0115706728566054e-05
2897,2898,SD_TSTL_surrogates_mi_100_2_tc3_stdsurr,"nonlinear,tstool,correlation,surrogate",0.129,4.1643640923596674e-05
2898,2899,TSTL_localdensity_5_40_1_3_ac4den,"nonlinear,tstool",0.129,4.374482061061758e-05
2899,2900,NL_crptool_fnn_10_2_1_firstunder08,"nonlinear,dimension,crptool",0.129,4.267705679032569e-05
2900,2901,SP_Summaries_fft_spect_shann_ent,FourierSpectrum,0.129,5.309798810654092e-05
2901,2902,SP_Summaries_fft_logstd,FourierSpectrum,0.129,4.865909631515367e-05
2902,2903,SP_Summaries_welch_rect_spect_shann_ent,FourierSpectrum,0.129,5.3032189223963955e-05
2903,2904,SP_Summaries_pgram_hamm_linfitloglog_mf_sea1,FourierSpectrum,0.129,4.0157958231123256e-05
2904,2905,SC_FluctAnal_2_rsrangefit_50_1_logi_meanssr,scaling,0.129,4.188969868928547e-05
2905,2906,SC_FluctAnal_2_range_50_logi_r2_resac1,scaling,0.129,6.45743724453285e-05
2906,2907,SC_FluctAnal_2_range_50_logi_r2_ssr,scaling,0.129,6.710347336158667e-05
2907,2908,SB_MotifTwo_median_uddu,"symbolic,motifs",0.129,4.421140309465522e-05
2908,2909,SB_MotifTwo_diff_ddd,"symbolic,motifs",0.129,4.5621467600429706e-05
2909,2910,DN_OutlierInclude_p_001_stdrfexpr2,"distribution,outliers",0.129,4.5066779941880535e-05
2910,2911,DN_CompareKSFit_ev_adiff,"distribution,ksdensity,raw,locdep",0.129,4.767575801883902e-05
2911,2912,FC_LocalSimple_mean3_gofr2,forecasting,0.129,4.0685223847415634e-05
2912,2913,EN_Randomize_statdist_xc1fexprmse,"entropy,slow",0.129,4.254953027204258e-05
2913,2914,FC_Surprise_T1_20_tau_m2quad_500_max,"information,symbolic",0.129,4.303310462885831e-05
2914,2915,FC_Surprise_dist_20_2_q_500_mean,"information,symbolic",0.129,4.272749746732866e-05
2915,2916,SB_TransitionMatrix_4ac_maxeigcov,"symbolic,transitionmat",0.129,4.031007300716469e-05
2916,2917,IN_AutoMutualInfoStats_diff_20_gaussian_ami16,"information,correlation,AMI",0.129,4.41077540378834e-05
2917,2918,AC_35,correlation,0.129,4.190499028018662e-05
2918,2919,MF_CompareAR_1_10_05_minstdfromi,model,0.128,4.62638985101457e-05
2919,2920,MS_shannon_2t10_3_medent,"entropy,mex",0.128,4.933236464653093e-05
2920,2921,MF_arfit_1_8_sbc_aerr_max,"modelfit,arfit",0.128,4.9793277633653734e-05
2921,2922,WL_coeffs_db3_4_max_coeff,wavelet,0.128,4.712759364660523e-05
2922,2923,WL_cwt_db3_32_pover90,"wavelet,cwt",0.128,4.963042254609254e-05
2923,2924,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i_minS,"model,GaussianProcess",0.128,4.6430915680769864e-05
2924,2925,PP_Compare_rav3_swss5_1,"preprocessing,raw,stationarity",0.128,4.7836230549695905e-05
2925,2926,TSTL_localdensity_5_40_ac_fnnmar_minden,"nonlinear,tstool",0.128,6.74821293534945e-05
2926,2927,SC_FluctAnal_sign_2_dfa_50_2_logi_se1,scaling,0.128,5.115762940741875e-05
2927,2928,SC_FluctAnal_2_dfa_50_3_logi_r2_se1,scaling,0.128,5.404567344323274e-05
2928,2929,SB_MotifThree_diffquant_cbb,"symbolic,motifs",0.128,4.873283574902243e-05
2929,2930,FC_LocalSimple_mean4_gofr2,forecasting,0.128,5.201083938215307e-05
2930,2931,EN_SampEn_5_03_sampen5,"entropy,sampen",0.128,5.172401908710665e-05
2931,2932,PH_Walker_momentum_2_w_tau,trend,0.128,4.7902779358726084e-05
2932,2933,SY_LocalDistributions_4_par_mindiv,stationarity,0.128,4.6126483373094025e-05
2933,2934,SY_DriftingMean100_min,stationarity,0.128,4.8016896880728826e-05
2934,2935,SY_SpreadRandomLocal_200_100_stdkurt,stationarity,0.128,4.9123349270565646e-05
2935,2936,NW_VisibilityGraph_norm_ktau,"network,visibilityGraph",0.128,5.2332942038653776e-05
2936,2937,NW_VisibilityGraph_horiz_evnlogL,"network,visibilityGraph,lengthdep",0.128,5.061428226278617e-05
2937,2938,CO_StickAngles_y_mean_p,correlation,0.128,5.146920954488799e-05
2938,2939,DN_RemovePoints_absfar_01_saturate_fzcacrat,"correlation,outliers",0.128,4.715637702316208e-05
2939,2940,CO_AddNoise_1_std1_10_ami_at_20,"correlation,AMI,entropy",0.128,4.8941556235127685e-05
2940,2941,CP_wavelet_varchg_db3_4_10_001,"wavelet,varchg",0.128,5.011975175224052e-05
2941,2942,SY_SlidingWindow_sampen_s10_10,stationarity,0.128,5.094005338677204e-05
2942,2943,CO_glscf_1_10_1,"correlation,glscf",0.128,5.1803203606846334e-05
2943,2944,CO_HistogramAMI_std1_5_3,"information,correlation,AMI",0.128,4.786514836452041e-05
2944,2945,AC_8,correlation,0.128,4.9669914375848646e-05
2945,2946,MF_armax_1_1_05_1_stde,model,0.127,5.3477638456022733e-05
2946,2947,MF_steps_ahead_arma_3_1_6_rmserr_5,"model,prediction",0.127,5.4930616065867324e-05
2947,2948,PP_ModelFit_ar_2_rmserrrat_peaks_08_d1,"preprocessing,trend",0.127,5.457626241577188e-05
2948,2949,WL_coeffs_db3_max_max_coeff,wavelet,0.127,5.5443244040751214e-05
2949,2950,WL_coeffs_db3_2_wb99m,"wavelet,lengthdep",0.127,5.6908786087212154e-05
2950,2951,PP_Compare_rav10_olbt_s5,"preprocessing,raw",0.127,5.574625526126023e-05
2951,2952,PP_Compare_poly1_swms2_2,"preprocessing,raw,stationarity",0.127,5.6177466068297875e-05
2952,2953,NL_TSTL_LargestLyap_n1_01_001_3_1_4_pcross08max,"nonlinear,tstool",0.127,5.626431907612939e-05
2953,2954,NL_TISEAN_fnn_1_10_005_firstunder01,"nonlinear,dimension,tisean",0.127,5.9475905291430343e-05
2954,2955,SB_MotifThree_quantile_caca,"symbolic,motifs",0.127,5.9743354175455694e-05
2955,2956,SB_MotifThree_quantile_baab,"symbolic,motifs",0.127,5.9131907544311125e-05
2956,2957,SB_MotifThree_quantile_bca,"symbolic,motifs",0.127,5.6210562142515804e-05
2957,2958,SB_MotifTwo_mean_uudu,"symbolic,motifs",0.127,5.930313579923449e-05
2958,2959,ST_LocalExtrema_l100_uord,"distribution,stationarity",0.127,6.026195247565189e-05
2959,2960,EN_Randomize_permute_statav5hp,"entropy,slow,stationarity",0.127,5.3864811821055155e-05
2960,2961,PH_Walker_momentum_5_w_std,trend,0.127,5.359341945197303e-05
2961,2962,FC_Surprise_dist_5_2_udq_500_median,"information,symbolic",0.127,5.748357350729681e-05
2962,2963,FC_Surprise_dist_50_3_q_500_median,"information,symbolic",0.127,5.7223741860949906e-05
2963,2964,CO_Embed2_Shapes_tau_circle_01_ac2,"correlation,embedding",0.127,6.138148670892521e-05
2964,2965,CO_TranslateShape_rectangle_2_pts_statav3_m,"correlation,stationarity",0.127,6.0335403728378004e-05
2965,2966,SB_TransitionpAlphabet_20_ac_trcov_jump,"symbolic,transitionmat",0.127,5.339461323704e-05
2966,2967,SY_LocalGlobal_median_l20,"stationarity,distribution",0.127,5.660986074906462e-05
2967,2968,SY_SlidingWindow_mom4_ent10_2,stationarity,0.127,5.849323882357017e-05
2968,2969,SY_SlidingWindow_sampen_s10_2,stationarity,0.127,5.7420605240716014e-05
2969,2970,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami17,"information,correlation,AMI",0.127,5.7480398965839205e-05
2970,2971,IN_AutoMutualInfoStats_40_kraskov1_4_pcrossq90,"information,correlation,AMI",0.127,6.019855671982256e-05
2971,2972,IN_AutoMutualInfoStats_40_kraskov1_4_pcrossq10,"information,correlation,AMI",0.127,5.531154336871494e-05
2972,2973,CO_HistogramAMI_quantiles_10_1,"information,correlation,AMI",0.127,5.632463698303237e-05
2973,2974,AC_nl_026,"correlation,nonlinearautocorr",0.127,5.375516005339261e-05
2974,2975,AC_nl_016,"correlation,nonlinearautocorr",0.127,5.821791085081038e-05
2975,2976,MF_StateSpace_n4sid_3_05_1_ac2,model,0.126,6.695282249999334e-05
2976,2977,NL_MS_nlpe_2_mi_p2_5,"nonlinear,prediction,model",0.126,7.185082852227165e-05
2977,2978,PP_Compare_rav2_swss10_1,"preprocessing,raw,stationarity",0.126,6.860055981978654e-05
2978,2979,PP_Compare_spline44_olbt_m5,"preprocessing,raw",0.126,6.800164272290993e-05
2979,2980,NL_TSTL_ReturnTime_005_1_005_n1_1_3_iqr,"nonlinear,tstool",0.126,6.900830169581818e-05
2980,2981,NL_TSTL_ReturnTime_005_1_005_n1_1_3_pg05,"nonlinear,tstool",0.126,6.763298344232403e-05
2981,2982,SP_Summaries_fft_meanPeakWidth_prom2,FourierSpectrum,0.126,8.27348339615376e-05
2982,2983,SP_Summaries_welch_rect_logstd,FourierSpectrum,0.126,7.177468266314755e-05
2983,2984,SP_Summaries_welch_rect_meanPeakWidth_prom2,FourierSpectrum,0.126,8.878248985660034e-05
2984,2985,SB_MotifThree_diffquant_cbcc,"symbolic,motifs",0.126,6.37081599035532e-05
2985,2986,SB_MotifThree_diffquant_cbac,"symbolic,motifs",0.126,6.35341649609261e-05
2986,2987,SB_MotifThree_diffquant_bbbc,"symbolic,motifs",0.126,6.06556033207217e-05
2987,2988,SB_MotifThree_diffquant_baba,"symbolic,motifs",0.126,6.755581675647766e-05
2988,2989,DN_SimpleFit_exp1_AC1_ks,"distribution,gof,exp1",0.126,6.222366809113488e-05
2989,2990,EN_Randomize_statdist_statav5hp,"entropy,slow,stationarity",0.126,6.39518692737077e-05
2990,2991,PH_Walker_prop_11_res_runstest,trend,0.126,6.26143205072823e-05
2991,2992,FC_Surprise_T2_100_tau_m2quad_500_lq,"information,symbolic",0.126,6.202577142069587e-05
2992,2993,SY_LocalDistributions_3_par_mediandiv,stationarity,0.126,6.897389740393861e-05
2993,2994,SY_SpreadRandomLocal_50_100_stdkurt,stationarity,0.126,6.094185486713514e-05
2994,2995,NW_VisibilityGraph_norm_dexpk_resAC1,"network,visibilityGraph",0.126,6.561463588447223e-05
2995,2996,PH_ForcePotential_dblwell_2_005_02_ac10,dynamicalSystem,0.126,6.284759587626687e-05
2996,2997,SY_LocalGlobal_kurtosis_p1,"stationarity,distribution",0.126,6.749471063215704e-05
2997,2998,CO_HistogramAMI_quantiles_5_1,"information,correlation,AMI",0.126,6.476102840911748e-05
2998,2999,CO_HistogramAMI_even_10_4,"information,correlation,AMI",0.126,6.374556929419514e-05
2999,3000,CO_HistogramAMI_even_5_2,"information,correlation,AMI",0.126,6.54479937274409e-05
3000,3001,AC_36,correlation,0.126,6.133997988617311e-05
3001,3002,AC_16,correlation,0.126,6.360094612955368e-05
3002,3003,MF_FitSubsegments_arma_2_2_uniform_25_01_p_1_mean,"model,prediction",0.125,7.495039475214183e-05
3003,3004,NL_embed_PCA_ac_3_perc_2,"embedding,pca",0.125,7.223911011003609e-05
3004,3005,PP_Compare_resample_1_2_swss10_1,"preprocessing,raw,stationarity",0.125,7.95297265522914e-05
3005,3006,PP_Compare_poly1_swms5_1,"preprocessing,raw,stationarity",0.125,7.760915978863803e-05
3006,3007,SD_TSTL_surrogates_mi_100_2_trev_kspminfromext,"nonlinear,tstool,correlation,surrogate",0.125,6.953067072323743e-05
3007,3008,NL_TSTL_ReturnTime_5_1_40_n1_1_8_pzeroscgdist,"nonlinear,tstool",0.125,7.884493355388472e-05
3008,3009,NL_TSTL_PoincareSection_max_1_zerospbox5,"nonlinear,tstool",0.125,7.914355472416521e-05
3009,3010,NL_TISEAN_fnn_1_10_005_firstunder005,"nonlinear,dimension,tisean",0.125,7.948243773184721e-05
3010,3011,NL_crptool_fnn_10_2_mi_fnn8,"nonlinear,dimension,crptool",0.125,7.862104887532977e-05
3011,3012,SP_Summaries_fft_linfitsemilog_all_sea1,FourierSpectrum,0.125,7.573260929823197e-05
3012,3013,SP_Summaries_welch_rect_linfitsemilog_all_sea1,FourierSpectrum,0.125,7.533339049961693e-05
3013,3014,SC_FluctAnal_mag_2_dfa_50_2_logi_se2,scaling,0.125,7.878590237141824e-05
3014,3015,SB_MotifThree_quantile_bbca,"symbolic,motifs",0.125,7.31027276229898e-05
3015,3016,SB_MotifTwo_diff_dddd,"symbolic,motifs",0.125,7.055668511447038e-05
3016,3017,ST_LocalExtrema_n100_maxmaxmed,"distribution,stationarity",0.125,7.27371123768891e-05
3017,3018,ST_LocalExtrema_n25_uord,"distribution,stationarity",0.125,7.540343211618173e-05
3018,3019,ST_LocalExtrema_l100_minminmed,"distribution,stationarity",0.125,7.238133680923877e-05
3019,3020,DN_CompareKSFit_beta_psy,"distribution,ksdensity,raw",0.125,7.710039192351001e-05
3020,3021,EN_Randomize_permute_d1fexpb,"entropy,slow",0.125,6.957232782726142e-05
3021,3022,EN_Randomize_dyndist_xcn1fexprmse,"entropy,slow",0.125,7.260029777270979e-05
3022,3023,FC_Surprise_T1_10_tau_m2quad_500_mean,"information,symbolic",0.125,7.200477111785877e-05
3023,3024,SY_LocalDistributions_3_each_stddiv,stationarity,0.125,7.542375416693523e-05
3024,3025,SY_LocalDistributions_2_par_meandiv,stationarity,0.125,7.552462402216942e-05
3025,3026,SY_SpreadRandomLocal_100_100_stdac2,stationarity,0.125,7.166006285119493e-05
3026,3027,CO_StickAngles_y_q10_p,correlation,0.125,7.588403503421096e-05
3027,3028,CO_AddNoise_ac_gaussian_meanch,"correlation,AMI,entropy",0.125,7.774332652383891e-05
3028,3029,IN_AutoMutualInfoStats_diff_20_gaussian_ami19,"information,correlation,AMI",0.125,6.973734966443589e-05
3029,3030,IN_AutoMutualInfoStats_diff_20_gaussian_ami18,"information,correlation,AMI",0.125,7.568926112298982e-05
3030,3031,CO_HistogramAMI_std2_5_2,"information,correlation,AMI",0.125,6.92209446343702e-05
3031,3032,AC_nl_004,"correlation,nonlinearautocorr",0.125,7.396196214121602e-05
3032,3033,CP_ML_StepDetect_l1pwc_005_E,stepdetection,0.124,8.033519259175748e-05
3033,3034,MF_GARCHfit_ar_P1_Q2_stde_normksstat,model,0.124,8.304755783517217e-05
3034,3035,MF_FitSubsegments_arma_2_2_uniform_25_01_fpe_min,"model,prediction",0.124,8.445183535394755e-05
3035,3036,MF_steps_ahead_arma_3_1_6_mabserr_3,"model,prediction",0.124,8.17165754095468e-05
3036,3037,MS_shannon_2t10_4_meanent,"entropy,mex",0.124,8.370457578969096e-05
3037,3038,MS_shannon_2t10_3_meanent,"entropy,mex",0.124,8.127241296675429e-05
3038,3039,PP_Compare_rav10_swss5_1,"preprocessing,raw,stationarity",0.124,9.007945395702733e-05
3039,3040,SD_TSTL_surrogates_mi_100_2_trev_ksphereonmax,"nonlinear,tstool,correlation,surrogate",0.124,8.246692987676163e-05
3040,3041,NL_TSTL_FractalDimensions_5_100_02_1_10_0_32_ac_3_linfit_rmsqres,"nonlinear,tstool,dimension,correlation,stochastic",0.124,8.368045487811339e-05
3041,3042,SP_Summaries_pgram_hamm_maxw,FourierSpectrum,0.124,8.819228690343258e-05
3042,3043,SB_MotifThree_quantile_hhhh,"symbolic,motifs",0.124,8.64065678303772e-05
3043,3044,SB_MotifThree_quantile_cacc,"symbolic,motifs",0.124,8.607673249976282e-05
3044,3045,SB_MotifThree_quantile_abcb,"symbolic,motifs",0.124,7.958819066549511e-05
3045,3046,SB_BinaryStats_diff_longstretch0,"distribution,stationarity",0.124,8.382838450085153e-05
3046,3047,EX_MovingThreshold_01_01_pkick,outliers,0.124,8.202324568625297e-05
3047,3048,ST_LocalExtrema_l100_maxmaxmed,"distribution,stationarity",0.124,8.829517774906019e-05
3048,3049,DN_OutlierInclude_abs_001_stdrfla,"distribution,outliers",0.124,8.853673501390488e-05
3049,3050,DN_SimpleFit_gauss2_AC1_hsqrt,"distribution,gof,gauss2",0.124,9.036232015895633e-05
3050,3051,FC_LoopLocalSimple_mean_stderr_meansgndiff,forecasting,0.124,8.55864543722217e-05
3051,3052,FC_LocalSimple_mean3_taures,forecasting,0.124,8.544230354396611e-05
3052,3053,EN_Randomize_permute_swss5_1fexpa,"entropy,slow,stationarity",0.124,8.230842780238646e-05
3053,3054,EN_Randomize_dyndist_xc1fexprmse,"entropy,slow",0.124,8.852171780248817e-05
3054,3055,EN_Randomize_statdist_swss5_1fexpb,"entropy,slow,stationarity",0.124,8.887695448621089e-05
3055,3056,EN_SampEn_5_015_sampen2,"entropy,sampen",0.124,8.822940135250367e-05
3056,3057,SY_DriftingMean50_meanabsmaxmin,stationarity,0.124,7.92079991511153e-05
3057,3058,SY_SpreadRandomLocal_100_100_stdkurt,stationarity,0.124,8.153206247739899e-05
3058,3059,DN_RemovePoints_absclose_08_remove_ac3rat,"correlation,outliers",0.124,8.891555501963467e-05
3059,3060,PH_ForcePotential_dblwell_1_05_02_pcrossdown,dynamicalSystem,0.124,7.994092435146261e-05
3060,3061,SB_TransitionpAlphabet_20_ac_trfexp_r2,"symbolic,transitionmat",0.124,8.174035078570239e-05
3061,3062,CO_CompareMinAMI_quantiles_2_80_conv4,"correlation,AMI",0.124,8.827296562914377e-05
3062,3063,AC_nl_005,"correlation,nonlinearautocorr",0.124,8.42344084894118e-05
3063,3064,ST_LocalExtrema_n100_meanabsext,"distribution,stationarity",0.123,0.00010284470457505801
3064,3065,EN_SampEn_5_015_sampen4,"entropy,sampen",0.123,0.00010077383004319929
3065,3066,SY_LocalDistributions_4_each_meandiv,stationarity,0.123,9.192939330912806e-05
